identifier,mediaType,accessLevel,source,title,duration,recordedDate,digitizedFromFormat,description,person,producer,rightsholder,client,generation,internalNote,Merknader,Digitalisert,Merknad
6276,video,lukket,Videoproduksjon_Mastertape,L+ Hvem skal redde verdensfreden.,,1999-10-01T00:00:00Z,BetacamSP60,Læreplan +: Hvem skal redde verdensfreden.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6366,video,lukket,Videoproduksjon_Mastertape,L+ EU utvider.,,2000-11-01T00:00:00Z,BetacamSP60,Læreplan +: EU utvider.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6346,video,lukket,Videoproduksjon_Mastertape,L+ AIDS truer fremtiden.,,2000-10-01T00:00:00Z,BetacamSP60,Læreplan +: AIDS truer fremtiden.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6339,video,lukket,Videoproduksjon_Mastertape,"L+ ""Bjørnen sover?"" Russland på veg mot demokrati og markedsstyring.",,2000-03-01T00:00:00Z,BetacamSP60,"Læreplan +: ""Bjørnen sover?"" Russland på veg mot demokrati og markedsstyring.",,Astrid Rommetveit,Univisjon,UD,Master,,,,
6195,video,lukket,Videoproduksjon_Mastertape,L+ Islam - vestens nye fiendebilde?,,1999-03-01T00:00:00Z,BetacamSP60,Læreplan +: Islam - vestens nye fiendebilde?,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6023,video,lukket,Videoproduksjon_Mastertape,L+ Norges plass i Europa.,,,BetacamSP60,Læreplan +: Norges plass i Europa.,,Astrid Rommetveit,Univisjon,UD,Master,,,,
6021,video,lukket,Videoproduksjon_Mastertape,L+ Globalisering - en trussel mot demokrati og velferd?,,1998-10-06T00:00:00Z,BetacamSP60,Læreplan +: Globalisering - en trussel mot demokrati og velferd?,,Astrid Rommetveit,Univisjon,UD,Master,,,,
5851,video,lukket,Videoproduksjon_Mastertape,L+ Et delt Norden.,,1998-04-24T00:00:00Z,BetacamSP60,Læreplan +: Et delt Norden.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5805,video,lukket,Videoproduksjon_Mastertape,L+ Helse skaper utvikling.,,1998-03-06T00:00:00Z,BetacamSP60,Læreplan +: Helse skaper utvikling.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5640,video,lukket,Videoproduksjon_Mastertape,"L+ Menneskerettigheter, eller hva?",,1998-01-30T00:00:00Z,BetacamSP60,"Læreplan +: Menneskerettigheter, eller hva?",,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5650,video,lukket,Videoproduksjon_Mastertape,L+ Barn på slavekontrakt.,,,BetacamSP60,Læreplan +: Barn på slavekontrakt.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5656,video,lukket,Videoproduksjon_Mastertape,L+ FN-reformen.,,1997-10-24T00:00:00Z,BetacamSP60,Læreplan +: FN-reformen.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5416,video,lukket,Videoproduksjon_Mastertape,L+ Miljø og utvikling.,,1997-04-18T00:00:00Z,BetacamSP60,Læreplan +: Miljø og utvikling.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
4886,video,lukket,Videoproduksjon_Mastertape,L+ Flyktninger i verden.,,1996-09-20T00:00:00Z,BetacamSP60,Læreplan +: Flyktninger i verden.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
6024,video,lukket,Videoproduksjon_Mastertape,L+ FN sin rolle i bistand og utvikling.,,1998-11-01T00:00:00Z,BetacamSP60,Læreplan +: FN sin rolle i bistand og utvikling.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5023,video,lukket,Videoproduksjon_Mastertape,L+ FN 50 år.,,1995-10-20T00:00:00Z,BetacamSP60,Læreplan +: FN 50 år.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
5185,video,lukket,Videoproduksjon_Mastertape,L+ Verdensbanken.,,1996-04-19T00:00:00Z,BetacamSP60,Læreplan +: Verdensbanken.,,Nils Arne Sæbø,Univisjon,UD,Master,,,,
A0145,video,lukket,Videoproduksjon_Mastertape,L+ Norsk bistand i 50 år.,,2002-04-01T00:00:00Z,DVPro25,Læreplan +: Norsk bistand i 50 år.,,Astrid Rommetveit,Univisjon,UD,Master,X Frode,,X Frode,
A0558,video,lukket,Videoproduksjon_Mastertape,L+ I pakt med naturen.,,2002-12-01T00:00:00Z,DVPro25,Læreplan +: I pakt med naturen.,,Astrid Rommetveit,Univisjon,UD,Master,X Frode,,X Frode,
A0451,video,lukket,Videoproduksjon_Mastertape,L+ Kampen om naturresursene.,,2002-12-01T00:00:00Z,DVPro25,Læreplan +: Kampen om naturresursene.,,Astrid Rommetveit,Univisjon,UD,Master,X Frode,,X Frode,
A0646,video,lukket,Videoproduksjon_Mastertape,L+ Ut av fattigdommen.,,2002-05-01T00:00:00Z,DVPro25,Læreplan +:  Ut av fattigdommen.,,Astrid Rommetveit,Univisjon,UD,Master,X Frode,,X Frode,
DC0082,video,lukket,Videoproduksjon_Mastertape,Havråtunet,02:09:55,2003-01-01T00:00:00Z,DVCam,"Havråtunet, langversjon. DUB fra film. Kontakt Einar Ådland, Bergens Museum.",,,Univisjon,,Dub,X Frode,,X Frode,
3832,video,lukket,Videoproduksjon_Mastertape,De medisinskhistoriske samlinger. Hagevik kysthospital.,,,BetacamSP,"Overført fra 16 mm film, sort/hvitt. De medisinskhistoriske samlinger. Hagevik kysthospital. kassett 1. Gipsing av overkropp på barn, pike. Lysbehandling av voksne. Ryggbevegelser. Oversikt Hagevik. Badeliv, barn bader. Mat kjøres ut og bespisning ved sjøen. Barn på sykestuen. Barnelek: ""Fløy en liten blåfugl gjennom vinduet"".  Klasserom. Leger. Legekongress, dampskipet Zeta med leger ankommer Hagevik, bilder fra hagen, ombordstigning og avgang med musikk, bespisning ombord.",,,Univisjon??,,,"Digitalisert av Victor E. Dahl, X Frode",Digitalisert av Victor E. Dahl,X Frode,
3835,video,lukket,Videoproduksjon_Mastertape,De medisinskhistoriske samlinger. Hagevik kysthospital.,,,BetacamSP,"Overført fra 16 mm film, sort/hvitt. De medisinskhistoriske samlinger. Hagevik kysthospital. kassett 2. Whitmans lårbensoperasjon. Konstruksjonsoperasjon ved nekreose av lårbenet. Røntgenbilder, funksjonstest. (Speilvendt film) Legekongress, dampbåten Atez ankommer, ilandstigning, bilder fra hagen, musikkorps, ombordstigning, avgang, dampfløyte. Barn, H. Gade, voksne, divisjonsmusikken spiller, Hagevik 1930, bil og buss ankommer, smittebarakken, rotur, apoteker Johan O. Lothe. Uteliv, voksne soler seg, Gade går visitt, fra hagen, 28.4.1938 besøk av Norsk sykepleierske forbund, divisjonsmusikken besøker kysthospitalet, uteliv, omvisning på sykestuen, fargefilm, avreise med busser.",,,Univisjon??,,,"Digitalisert av Victor E. Dahl, X Frode",Digitalisert av Victor E. Dahl,X Frode,
ureg-mastertape-688,video,lukket,Videoproduksjon_Mastertape,De medisinskhistoriske samlinger. Neevengaarden,,,BetacamSP90,"Overført fra 16 mm film, sort/hvitt. 1. Elektrosjokk 2. Farge. Leukotomi. (Lobotomi). 3: Insulinsjokk 1.3.1961. 4 Sv/Hv Leukotomi. (Lobotomi)",,,Univisjon??,,,"Digitalisert av Victor E. Dahl, X Frode",Digitalisert av Victor E. Dahl,X Frode,
A0580,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:50:53,,DVPro50,A journey in the History of Water. Del 1:  The Struggle,,,,Læreplan+,Dub,"I rightsholder: ""Kan brukes"". Copyright på kopier!, X Frode","I rightsholder: ""Kan brukes"". Copyright på kopier!",X Frode,
A0581,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:50:40,,DVPro50,A journey in the History of Water. Del 2: The Energy,,,,Læreplan+,Dub,"I rightsholder: ""Kan brukes"". Copyright på kopier!, X Frode","I rightsholder: ""Kan brukes"". Copyright på kopier!",X Frode,
A0582,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:46:30,,DVPro50,A journey in the History of Water. Del 3:  The Myths,,,,Læreplan+,Dub,"I rightsholder: ""Kan brukes"". Copyright på kopier!, X Frode","I rightsholder: ""Kan brukes"". Copyright på kopier!",X Frode,
A0583,video,lukket,Videoproduksjon_Mastertape,A journey in the History of Water,00:48:30,,DVPro50,A journey in the History of Water. Del 4:  The Conflicts.,,,,Læreplan+,Dub,"I rightsholder: ""Kan brukes"". Copyright på kopier!, X Frode","I rightsholder: ""Kan brukes"". Copyright på kopier!",X Frode,
DV0311,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,"Vannets historie 1 Språkversjon Japansk",,NRK,NRK,,Dub,X Frode,,X Frode,
DV0312,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 2 Språkversjon Japansk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0313,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 3 Språkversjon Japansk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0314,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 4 Språkversjon Japansk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0315,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 1 Språkversjon Fransk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0316,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 2 Språkversjon Fransk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0317,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 3 Språkversjon Fransk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0318,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 4 Språkversjon Fransk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0319,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 1 Språkversjon Kinesisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0319A,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 2 Språkversjon Kinesisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0320,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 3 Språkversjon Kinesisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0320A,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 4 Språkversjon Kinesisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0322,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,"Vannets historie 1 Språkversjon Arabisk",,NRK,NRK,,Dub,"dropout, X Frode",dropout,X Frode,
DV0323,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 2 Språkversjon Arabisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0324,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 3 Språkversjon Arabisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0325,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 4 Språkversjon Arabisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0326,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,"Vannets historie 1 Språkversjon Norsk",,NRK,NRK,,Dub,X Frode,,X Frode,
DV0327,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 2 Språkversjon Norsk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0328,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 3 Språkversjon Norsk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0329,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 4 Språkversjon Norsk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0330,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,"Vannets historie 1 Språkversjon Spansk",,NRK,NRK,,Dub,X Frode,,X Frode,
DV0331,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 2 Språkversjon Spansk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0332,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 3 Språkversjon Spansk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0333,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 4 Språkversjon Spansk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0334,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,"Vannets historie 1 Språkversjon Portugisisk",,NRK,NRK,,Dub,X Frode,,X Frode,
DV0335,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 2 Språkversjon Portugisisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0336,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 3 Språkversjon Portugisisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0337,video,lukket,Videoproduksjon_Mastertape,Vannets historie,00:50:00,2001-01-01T00:00:00Z,DVMini,Vannets historie 4 Språkversjon Portugisisk,,NRK,NRK,,Dub,X Frode,,X Frode,
DV0354,video,lukket,Videoproduksjon_Mastertape,Bisettelse Eduardo Ramirez,01:06:00,2004-10-22T00:00:00Z,DVMini,"Bisettelsen av Euardo Ramirez i St. Pauls kirke, med taler på minnestunden etterpå på Historisk Museum. Henrich von Achen forretter. VHS sendt til Mexico",Henrik von Achen,Victor E. Dahl,Univisjon,Bergens Museum,Master,,,,
A0958,video,lukket,Videoproduksjon_Mastertape,Fjernvarme,,2005-01-11T00:00:00Z,DVPro,Oppdragsvideo for BIR,,Astrid Rommetveit,,BIR,Master,X Frode,,X Frode,
A1091,video,lukket,Videoproduksjon_Mastertape,L+ Den filippinske aupairen,00:26:38,2005-07-15T00:00:00Z,DVPro50,Læreplan+: Den filippinske aupairen,"Emmalyn Barcelon|,|Marianne Hovdan",Astrid Rommetveit,,UD,Master,X Frode,,X Frode,
A0793,video,lukket,Videoproduksjon_Mastertape,L+ ProgresO,00:26:00,2004-04-01T00:00:00Z,DVPro50,"Læreplan+: ProgresO. NORSK versjon, tekstet, m/ Børge Brende",,Astrid Rommetveit,,UD,Master,,,,
A0240,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:50:00,2001-08-01T00:00:00Z,DVCPro,"deCoding The Islanders - for VHS-kopiering, m/super",,Bjørn Vassnes,Univisjon,Univisjon,Master,X Frode,,X Frode,
A00379,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:50:00,2001-08-01T00:00:00Z,DVCPro,"deCoding The Islanders, engelsk versjon, u/super, I-lyd",,Bjørn Vassnes,Univisjon,Univisjon,Master,X Frode,,X Frode,
A00376,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:50:00,2001-08-01T00:00:00Z,DVCPro,"deCoding The Islanders, engelsk versjon, u/super, ferdigmikset",,Bjørn Vassnes,Univisjon,Univisjon,Master,X Frode,,X Frode,
A0384,video,lukket,Videoproduksjon_Mastertape,Blå revolusjon,00:46:30,2002-01-01T00:00:00Z,DVCPro123,Blå revolusjon - Internasjonal versjon,,Bjørn Vassnes,Univisjon,Univisjon,Master,,,,
A0880,video,lukket,Videoproduksjon_Mastertape,Showreel 2004,,2004-01-01T00:00:00Z,,Showreel for Univisjon 2004 - kort,"Brian Holmedal|,|Bjørn Vassnes|,|May-Britt Skjelvik|,|Arnt Brandseth|,|Nils Arne Sæbø",Frode Ims,Univisjon,Univisjon,Master,X Frode,,X Frode,
A0975,video,lukket,Videoproduksjon_Mastertape,Showreel 2005,,2005-01-01T00:00:00Z,DVCPro,Showreel for Univisjon 2005 - engelsk og norsk versjon,"Brian Holmedal|,|Bjørn Vassnes|,|May-Britt Skjelvik|,|Arnt Brandseth|,|Nils Arne Sæbø",Frode Ims,Univisjon,Univisjon,Master,X Frode,,X Frode,
A0513,video,lukket,Videoproduksjon_Mastertape,Erasmus,00:08:00,2002-05-01T00:00:00Z,DVCPro,2 versjoner av Erasmus: 1. Engelsk kommentar. 2. Uten kommentar. Program om det å studere i Norge.,,Bjørn Vassnes,Univisjon,SIU,Master,X Frode,,X Frode,
A0639,video,lukket,Videoproduksjon_Mastertape,Treasures from the sea,00:50:00,2004-01-01T00:00:00Z,DVCPro,"TREATS. Engelsk versjon, m/dub, m/supertekst, ferdigmiks",,Bjørn Vassnes,,,,X Frode,,X Frode,
A0637,video,lukket,Videoproduksjon_Mastertape,Treasures from the sea,00:50:00,2004-01-01T00:00:00Z,DVCPro,"TREATS, clean master",,Bjørn Vassnes,,,,X Frode,,X Frode,
A0638,video,lukket,Videoproduksjon_Mastertape,Treasures from the sea,00:50:00,2004-01-01T00:00:00Z,DVCPro,"TREATS, komplett engelsk versjon",,Bjørn Vassnes,,,,X Frode,,X Frode,
a0826,video,lukket,Videoproduksjon_Mastertape,Medisinforing av fisk,,,DVCPro50,Medisinforing av fisk,,Frode Ims,,,,X Frode,,X Frode,
a0811,video,lukket,Videoproduksjon_Mastertape,Medisinforing av fisk,,,DVCPro50,Medisinforing av fisk,,Frode Ims,,,,X Frode,,X Frode,
a0694,video,lukket,Videoproduksjon_Mastertape,Utenfra men hjemme,00:28:00,2003-08-01T00:00:00Z,DVCPro25,Utenfra men hjemme,,Nils Arne Sæbø,,,Master,X Frode,,X Frode,
a00383,video,lukket,Videoproduksjon_Mastertape,Utenfra men hjemme,,2003-06-01T00:00:00Z,DVCPro25,Utenfra men hjemme - lang versjon,,Nils Arne Sæbø,,,Master,X Frode,,X Frode,
A0825,video,lukket,Videoproduksjon_Mastertape,L+ ProgresO,00:26:00,2004-04-01T00:00:00Z,DVCPro50,Læreplan+: ProgresO. NORSK versjon tekstet m/ Børge Brende + kortversjoner til nett,,Astrid Rommetveit,,UD,Master,X Frode,,X Frode,
A0792,video,lukket,Videoproduksjon_Mastertape,L+ ProgresO,,2004-04-01T00:00:00Z,DVCPro50,Læreplan+: ProgresO. Engelsk versjon tekstet u/ Børge Brende,,Astrid Rommetveit,,UD,Master,X Frode,,X Frode,
A0804,video,lukket,Videoproduksjon_Mastertape,L+ ProgresO,,2004-04-01T00:00:00Z,DVCPro50,Læreplan+: ProgresO. Engelsk versjon tekstet m/ Børge Brende,,Astrid Rommetveit,,UD,Master,X Frode,,X Frode,
a00289,video,lukket,Videoproduksjon_Mastertape,Om golfstrømmen skulle stanse...,00:29:00,2001-01-01T00:00:00Z,DVCPro,Om golfstrømmen skulle stanse...,,Bjørn Vassnes,,NRK,,X Frode,,X Frode,
a0224,video,lukket,Videoproduksjon_Mastertape,SULT,,,DVCPro25,SULT,,Bjørn Vassnes,,,,X Frode,,X Frode,
a0146,video,lukket,Videoproduksjon_Mastertape,Darwins revansje,00:28:00,2000-01-01T00:00:00Z,DVCPro,Darwins revansje - schrødinger,,Bjørn Vassnes,,NRK,,X Frode,,X Frode,
a0091,video,lukket,Videoproduksjon_Mastertape,Darwins revansje,00:28:00,2000-01-01T00:00:00Z,DVCPro,Darwins revansje,,Bjørn Vassnes,,NRK,,X Frode,,X Frode,
A0933,video,lukket,Videoproduksjon_Mastertape,BLÅ REVOLUSJON,,2005-01-01T00:00:00Z,DVCPro50,"BLÅ REVOLUSJON. ENGELSK MASTER M/ SUPER, ENG KOM, RULL",,Bjørn Vassnes,,,,X Frode,,X Frode,
A0956,video,lukket,Videoproduksjon_Mastertape,BLÅ REVOLUSJON,,2005-01-01T00:00:00Z,DVCPro50,"BLÅ REVOLUSJON. NORSK MASTER M/ SUPER, NORSK KOM, RULL",,Bjørn Vassnes,,,,X Frode,,X Frode,
A0954,video,lukket,Videoproduksjon_Mastertape,BLÅ REVOLUSJON,,2005-01-01T00:00:00Z,DVCPro50,"BLÅ REVOLUSJON. NRK MASTER M/ SUPER, NORSK KOM, RULL",,Bjørn Vassnes,,,,X Frode,,X Frode,
A0957,video,lukket,Videoproduksjon_Mastertape,BLÅ REVOLUSJON,,2005-01-01T00:00:00Z,DVCPro50,BLÅ REVOLUSJON. CLEAN MASTER,,Bjørn Vassnes,,,,X Frode,,X Frode,
A1182,video,lukket,Videoproduksjon_Mastertape,deCoding The Islanders,00:23:30,2001-08-01T00:00:00Z,DVCPro,"deCoding The Islanders, Schrødingers katt versjon, norsk. DUB. 25 Mbs",,Bjørn Vassnes,Univisjon,Univisjon,Master,X Frode,,X Frode,
a1123,video,lukket,Videoproduksjon_Mastertape,Forskning.no,00:33:00,2005-01-01T00:00:00Z,DVCPro50,"Forskning.no II - samletape 1. Arkitektur og helse 2. Livet under jorden 3. Pølse og fisk 4. Golfstrømmen 2005 5. Hobergprisvinner, Habermas x 4",,Diverse,Univisjon,Forskning.no,,X Frode,,X Frode,
a1293,video,lukket,Videoproduksjon_Mastertape,Forskning.no,,2005-01-01T00:00:00Z,DVCPro50,Forskning.no I. 1. Brunsnegl,,Nils Arne Sæbø,Univisjon,Forskning.no,,X Frode,,X Frode,
a1292,video,lukket,Videoproduksjon_Mastertape,Lengselens bilder - PILOT,,2005-11-25T00:00:00Z,DVCPro50,,Frederick Monsen,Nils Arne Sæbø,,,,X Frode,,X Frode,
7000,video,lukket,Videoproduksjon_Mastertape,Decoding the Icelanders,00:57:49,2002-02-07T00:00:00Z,DIGIbeta,Decoding the Icelanders. English version with open/captions/end-credits (on black),,Bjørn Vassnes,,,,,,,
7001,video,lukket,Videoproduksjon_Mastertape,Decoding the Icelanders,00:50:59,2002-02-07T00:00:00Z,Beta SP,"Decoding the Icelanders, uten sub, I-lyd",,Bjørn Vassnes,,,,,,,
7002,video,lukket,Videoproduksjon_Mastertape,Decoding the Icelanders,00:51:00,2002-02-07T00:00:00Z,Beta SP,Decoding the Icelanders. For VHS kopiering,,Bjørn Vassnes,,,,,,,
7003,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:34,2002-02-01T00:00:00Z,DIGIbeta,"Grottemannen. Engelsk versjon, m. sub, rull og ferdigmix",,Nils Arne Sæbø,,,,,,,
7004,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:37,2002-02-01T00:00:00Z,DIGIbeta,"Grottemannen. Norsk versjon, ferdigmix og i-lyd",,Nils Arne Sæbø,,,,,,,
7005,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:35,2002-02-01T00:00:00Z,DIGIbeta,"Grottemannen. Engelsk versjon. English open/end-credits, otherwise CLEAN",,Nils Arne Sæbø,,,,,,,
7006,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:35,2002-02-01T00:00:00Z,DIGIbeta,Grottemannen. Engelsk versjon. Clean version without end-credits,,Nils Arne Sæbø,,,,,,,
7007,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:37,2002-02-01T00:00:00Z,DIGIbeta,Grottemannen. Norsk versjon. Norwegian open/end-credits,,Nils Arne Sæbø,,,,,,,
7008,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:53:45,2002-02-01T00:00:00Z,Beta SP,"Grottemannen. Version with english title and credits, otherwise clean",,Nils Arne Sæbø,,,,,,,
7009,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:45,2002-02-01T00:00:00Z,Beta SP,"Grottemannen. Version with english title and credits, otherwise clean",,Nils Arne Sæbø,,,,,,,
7010,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:34,2002-02-01T00:00:00Z,Beta SP,Grottemannen. Engelsk versjon. Engelsk subtitles,,Nils Arne Sæbø,,,,,,,
7011,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:45,2002-02-01T00:00:00Z,DIGIbeta,"Grottemannen. Version with english titles and credits, otherwise clean",,Nils Arne Sæbø,,,,,,,
A0227,video,lukket,Videoproduksjon_Mastertape,Blå Rikdom,,2000-10-15T00:00:00Z,DVCPro,Innslag til serien med I-lyd. 1. Fiskedamene i Ghana. 2. På oppsyn med KNM Ålesund. 3. Havfruene i Japan,,Nils Arne Sæbø,"Univisjon|,|NRK",,,X Frode,,X Frode,
A0242,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:37,2001-05-15T00:00:00Z,DVCPro,"Grottemannen, norsk versjon",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
A0385,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:37,2001-05-15T00:00:00Z,DVCPro,"Grottemannen, internasjonal versjon med engelsk mix på 1+2 og i-lyd på 3+4, åpne bakrunner etter programmet",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
A0241,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:37,2001-05-15T00:00:00Z,DVCPro,"Grottemannen, internasjonal versjon med engelsk kommentar påspor 1 og i-lyd på 3+4",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,X Frode,,X Frode,
A0241,video,lukket,Videoproduksjon_Mastertape,Grottemannen,00:51:37,2001-05-15T00:00:00Z,DVCPro,"Grottemannen, norsk versjon",,Nils Arne Sæbø,"Univisjon|,|NRK",,Master,,,,
A0335,video,lukket,Videoproduksjon_Mastertape,Edvard Grieg - his life and music,,1993-04-15T00:00:00Z,DVCPro,"Film med ""musikkvideoer"" i forbindelse med Grieg jubileet i 1993. Dub fra Beta-SP. Engelsk versjon",,Nils Arne Sæbø,"Univisjon|,|Artic",,,X Frode,,X Frode,
A0336,video,lukket,Videoproduksjon_Mastertape,Edvard Grieg - hans liv og musikk,,1993-04-15T00:00:00Z,DVCPro,"Film med ""musikkvideoer"" i forbindelse med Grieg jubileet i 1993. Dub fra Beta-SP. Norsk versjon",,Nils Arne Sæbø,"Univisjon|,|Artic",,,X Frode,,X Frode,
DV0201,video,lukket,Videoproduksjon_Mastertape,NILU eng versjon,,,DV,Oppdragsfilm for NILU,,Nils Arne Sæbø,,,,X Frode,,X Frode,
a1320,video,lukket,Videoproduksjon_Mastertape,Mammaranet,00:21:30,2006-04-24T00:00:00Z,DVCPro50,"Mammaranet, m super, u rull","Emmalyn Barcelon|,|Lise Widding Isaksen",Astrid Rommetveit,Univisjon,TV2,,,,,
a1093,video,lukket,Videoproduksjon_Mastertape,Mother for hire,00:21:30,2006-04-24T00:00:00Z,DVCPro50,"Mother for hire, m super, m text","Emmalyn Barcelon|,|Lise Widding Isaksen",Astrid Rommetveit,Univisjon,TV2,,X Frode,,X Frode,
dv401,video,lukket,Videoproduksjon_Mastertape,forskning.no,00:04:12,,DV,forskning.no - bier,,,,,,X Frode,,X Frode,
